"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","AQS_PARAMETER"
NA,40,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,27,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,21,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,38,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,20,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,23,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,27,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,34,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,42,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,10,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,58,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,25,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,16,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,29,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,27,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,10,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,32,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,30,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,15,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,20,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,18,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,42,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,37,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,18,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,27,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,18,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,16,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,19,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,45,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,27,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,48,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,8,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,49,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,10,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,29,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,30,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,18,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,26,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,23,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,20,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,54,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,22,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,28,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,39,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,45,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,50,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,51,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,29,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,7,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,22,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,34,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,27,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,28,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,48,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,28,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,17,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,15,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,7,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,13,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,24,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,32,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,18,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,25,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,43,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,51,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,49,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,26,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,26,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,28,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,38,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,51,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,47,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,56,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,58,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,57,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,25,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,25,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,21,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,25,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,25,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,28,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,19,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,29,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,17,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,32,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,22,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,20,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,16,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,16,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,23,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,25,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,23,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,27,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,29,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,27,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,29,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,31,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,50,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,56,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,42,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,51,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,53,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,21,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,40,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,38,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,57,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,53,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,34,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,27,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,32,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,25,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,29,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,34,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,38,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,45,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,26,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,47,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,62,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,21,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,28,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,23,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,22,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,43,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,57,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,54,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,48,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,53,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,51,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,51,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,37,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,39,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,36,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,29,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,21,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,28,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,25,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,38,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,29,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,42,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,48,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,40,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,27,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,37,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,20,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,19,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,18,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,24,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,30,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,29,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,28,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,28,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,26,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,56,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,26,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,25,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,37,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,52,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,56,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,59,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,31,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,20,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,32,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,30,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,30,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,53,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,31,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,48,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,52,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,55,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,55,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,47,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,39,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,38,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,36,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,34,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,22,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,32,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,39,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,31,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,37,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,23,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,41,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,48,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,53,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,51,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,49,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,30,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,29,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,20,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,19,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,32,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,30,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,35,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,40,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,34,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,43,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,42,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,55,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,53,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,32,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,20,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,13,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,8,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,29,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,34,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,32,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,38,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,39,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,17,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,22,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,34,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,42,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,23,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,32,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
NA,33,"Montclaire Elementary School","PM2.5 - Local Conditions","Mecklenburg",35.1512830008885,-80.866983,"PM2.5"
