"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","AQS_PARAMETER"
NA,33,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,25,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,36,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,37,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,47,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,58,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,30,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,37,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,56,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,51,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,28,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,32,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,33,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,23,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,28,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,49,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,52,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,57,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,53,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,52,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,54,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,53,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,46,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,44,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,37,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,40,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,38,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,35,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,37,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,29,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,35,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,39,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,50,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,48,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,40,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,28,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,37,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,22,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,23,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,18,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,26,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,31,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,43,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,41,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,30,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,41,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,51,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,33,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,37,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,43,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,51,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,54,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,64,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,52,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,32,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,33,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,33,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,37,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,30,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,52,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,38,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,44,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,56,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,62,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,65,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,53,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,55,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,37,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,43,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,34,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,30,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,40,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,47,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,42,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,48,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,41,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,21,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,20,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,25,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,20,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,57,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,56,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,41,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,26,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,37,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,37,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,35,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,25,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,31,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,37,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,42,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,52,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,50,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,53,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,45,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,55,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,56,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,43,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,28,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,25,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,19,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,27,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,29,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,34,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,51,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,43,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,22,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,27,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,41,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,42,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,19,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,36,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,39,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,38,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,38,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,27,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,20,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,25,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,23,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,33,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,48,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,38,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,25,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,35,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,38,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,23,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,25,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,38,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,30,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,30,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,24,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,38,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,52,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,28,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,38,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,21,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,28,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,60,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,72,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,70,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,44,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,34,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,43,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,33,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,28,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,39,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,34,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,19,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,38,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,47,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,56,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,58,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,33,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,43,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,17,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,17,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,38,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,69,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,56,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,26,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,37,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,53,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,70,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,76,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,52,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,25,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,24,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,17,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,42,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,63,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,45,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,18,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,19,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,52,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,43,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,57,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,66,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,57,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,30,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,53,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,54,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,33,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627,"PM2.5"
NA,31,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,24,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,29,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,35,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,14,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,51,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,38,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,17,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,39,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,8,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,28,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,20,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,22,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,33,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,23,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,30,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,24,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,30,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,26,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,35,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,9,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,25,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,23,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,28,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,33,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,25,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,11,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,27,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,25,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,19,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,32,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,19,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,21,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,37,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,39,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,15,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,18,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,20,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,18,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,18,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,41,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,45,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,31,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,43,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,53,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,19,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,28,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,27,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,26,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,16,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,29,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,21,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,41,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,38,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,30,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,48,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,58,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,30,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,41,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,30,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,35,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,55,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,23,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,43,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,45,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,40,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,35,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,25,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,28,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,45,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,30,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,16,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,40,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,34,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,33,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,47,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,25,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,27,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,30,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,55,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,42,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,30,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,33,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
NA,40,"Durham Armory","PM2.5 - Local Conditions","Durham",36.0329550008979,-78.904037,"PM2.5"
